,Country,Region,iso_a3,wh_score,gdi,gii,efs,pdn,year,region_5,region_14,region_12,region_8,region_9,region_2,region_11,region_13,region_10,region_7,region_1,region_3,region_4,region_6
486,Malawi,Sub-Saharan Africa,MWI,3.4098000526428223,0.93,0.615,52.0,192.440761561307,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
487,Malaysia,South-eastern Asia,MYS,5.338799953460693,0.972,0.27399999999999997,74.5,95.9628214883579,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
488,Mali,Sub-Saharan Africa,MLI,4.390399932861328,0.807,0.6759999999999999,57.6,15.635015858186,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
489,Malta,Southern Europe,MLT,6.725599765777588,0.965,0.195,68.5,1511.03125,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
490,Mauritania,Sub-Saharan Africa,MRT,4.490300178527832,0.853,0.62,54.0,4.27216357815077,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
491,Mauritius,Sub-Saharan Africa,MUS,5.888199806213379,0.9740000000000001,0.369,75.1,623.30197044335,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
492,Mexico,Latin America and the Caribbean,MEX,6.5945000648498535,0.9570000000000001,0.33399999999999996,64.8,64.9146264050001,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
493,Moldova,Eastern Europe,MDA,5.5285000801086435,1.0070000000000001,0.228,58.4,123.51980353224,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0
494,Mongolia,Eastern Asia,MNG,5.285399913787842,1.031,0.322,55.7,2.0406086665465097,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0
495,Montenegro,Southern Europe,MNE,5.522900104522705,0.966,0.11900000000000001,64.3,46.271003717472105,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
496,Morocco,Northern Africa,MAR,5.208099842071533,0.833,0.49200000000000005,61.9,80.72851893345279,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0
497,Mozambique,Sub-Saharan Africa,MOZ,4.46619987487793,0.9009999999999999,0.569,46.3,37.508535313716,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
498,Namibia,Sub-Saharan Africa,NAM,4.639200210571289,1.0090000000000001,0.46,58.5,2.9737455817512704,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
499,Nepal,Southern Asia,NPL,4.912700176239014,0.909,0.47600000000000003,54.1,195.939107080572,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500,Netherlands,Western Europe,NLD,7.487599849700928,0.9670000000000001,0.040999999999999995,76.2,511.4579103591569,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
501,New Zealand,Australia and New Zealand,NZL,7.307499885559082,0.963,0.133,84.2,18.5541756864532,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Nicaragua,Latin America and the Caribbean,NIC,6.105000019073486,1.013,0.455,58.9,53.7270483629716,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
503,Niger,Sub-Saharan Africa,NER,4.627500057220459,0.298,0.647,49.5,17.717650588142398,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
504,Norway,Northern Europe,NOR,7.5538997650146475,0.99,0.044000000000000004,74.3,14.554919537497499,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0
505,Pakistan,Southern Asia,PAK,5.652999877929688,0.747,0.547,54.4,275.28931870070596,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0
506,Panama,Latin America and the Caribbean,PAN,6.321300029754639,1.005,0.46,67.0,56.1860774818402,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
507,Paraguay,Latin America and the Caribbean,PRY,5.7427000999450675,0.968,0.48200000000000004,62.1,17.5083589227284,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
508,Peru,Latin America and the Caribbean,PER,5.697100162506104,0.951,0.381,68.7,24.99160625,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
509,Philippines,South-eastern Asia,PHL,5.631400108337402,1.004,0.425,65.0,357.688305329175,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
510,Poland,Eastern Europe,POL,6.181700229644775,1.0090000000000001,0.12,68.5,124.035886214442,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0
511,Portugal,Southern Europe,PRT,5.692500114440918,0.9840000000000001,0.081,63.4,112.23945350806999,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
512,Qatar,Western Asia,QAT,6.374499797821045,1.043,0.20199999999999999,72.6,239.59319552110298,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
513,Romania,Eastern Europe,ROU,6.069699764251709,0.986,0.316,69.4,84.6398470097357,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0
514,Russia,Eastern Europe,RUS,5.647900104522705,1.015,0.255,58.2,8.82207955488442,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0
515,Rwanda,Sub-Saharan Africa,RWA,3.3338000774383545,0.943,0.41200000000000003,69.1,498.659870287799,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
516,Saudi Arabia,Western Asia,SAU,6.37470006942749,0.879,0.22399999999999998,59.6,15.6766543082956,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
517,Senegal,Sub-Saharan Africa,SEN,4.681099891662598,0.873,0.523,55.7,82.3474783150678,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
518,Serbia,Southern Europe,SRB,5.6030001640319815,0.976,0.162,62.5,79.8317402241024,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
519,Sierra Leone,Sub-Saharan Africa,SLE,4.374199867248535,0.882,0.644,51.8,105.987170961485,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
520,Singapore,South-eastern Asia,SGP,6.26200008392334,0.988,0.065,88.8,7952.9984184018,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
521,Slovakia,Eastern Europe,SVK,6.1975998878479,0.992,0.19,65.3,113.290578202995,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0
522,Slovenia,Southern Europe,SVN,6.1177000999450675,1.003,0.069,64.8,102.639859503382,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
523,South Africa,Sub-Saharan Africa,ZAF,4.7221999168396,0.9840000000000001,0.42200000000000004,63.0,47.630119776768396,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
524,South Korea,Eastern Asia,KOR,5.894700050354004,0.934,0.057999999999999996,73.8,529.652103632681,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0
525,Spain,Southern Europe,ESP,6.354100227355957,0.981,0.07400000000000001,65.1,93.5290582615872,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0
526,Sri Lanka,Southern Asia,LKA,4.3659000396728525,0.938,0.38,57.8,345.558922022006,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0
527,Swaziland,Sub-Saharan Africa,SWZ,4.211599826812743,0.9620000000000001,0.579,55.9,66.05761627906979,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
528,Sweden,Northern Europe,SWE,7.343299865722656,0.982,0.04,76.3,25.001043431293105,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0
529,Switzerland,Western Europe,CHE,7.4801998138427725,0.963,0.037000000000000005,81.7,215.521378417094,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
530,Tajikistan,Central Asia,TJK,5.467299938201903,0.799,0.377,58.3,65.57271417249079,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0
531,Tanzania,Sub-Saharan Africa,TZA,3.2307000160217285,0.9359999999999999,0.539,59.9,63.579078798825904,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
532,Thailand,South-eastern Asia,THA,6.007999897003174,0.995,0.377,67.1,135.897206835131,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
533,Togo,Sub-Saharan Africa,TGO,4.08489990234375,0.818,0.5660000000000001,47.8,145.04677330391598,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
534,Trinidad and Tobago,Latin America and the Caribbean,TTO,6.19189977645874,1.002,0.324,57.7,270.927485380117,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
535,Tunisia,Northern Africa,TUN,4.460599899291992,0.899,0.3,58.9,74.44132337796091,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0
536,Turkey,Western Asia,TUR,5.372600078582764,0.924,0.305,65.4,106.960128893104,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
537,Uganda,Sub-Saharan Africa,UGA,4.18940019607544,0.863,0.531,62.0,213.06173449032502,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
538,Ukraine,Eastern Europe,UKR,4.332200050354004,0.995,0.284,51.9,77.02966735141291,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0
539,United Arab Emirates,Western Asia,ARE,6.82450008392334,0.965,0.113,77.6,135.609110109828,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0
540,United Kingdom,Northern Europe,GBR,7.053699970245361,0.9670000000000001,0.11900000000000001,78.0,274.82739222089003,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0
541,United States,Northern America,USA,6.892300128936768,0.991,0.182,75.7,35.766088580168,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0
542,Uruguay,Latin America and the Caribbean,URY,6.293300151824951,1.016,0.275,69.2,19.7080276539824,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
543,Uzbekistan,Central Asia,UZB,6.174099922180176,0.9390000000000001,0.303,51.5,77.46920545369059,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0
544,Venezuela,Latin America and the Caribbean,VEN,4.7066001892089835,1.013,0.45799999999999996,25.2,32.7307919052208,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
545,Vietnam,South-eastern Asia,VNM,5.175300121307373,1.003,0.314,53.1,308.12524591221296,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
546,Zambia,Sub-Saharan Africa,ZMB,4.106599807739259,0.948,0.54,54.3,23.341478900711603,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
547,Zimbabwe,Sub-Saharan Africa,ZWE,3.6631999015808105,0.925,0.525,44.0,37.3245909267158,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0
